,Description,Dates,Quantity
419,ASSORTED COLOUR BIRD ORNAMENT,2011-01-15,0.0
420,ASSORTED COLOUR BIRD ORNAMENT,2011-01-16,4.0
421,ASSORTED COLOUR BIRD ORNAMENT,2011-01-17,33.0
422,ASSORTED COLOUR BIRD ORNAMENT,2011-01-18,16.0
423,ASSORTED COLOUR BIRD ORNAMENT,2011-01-19,8.0
424,ASSORTED COLOUR BIRD ORNAMENT,2011-01-20,24.0
425,ASSORTED COLOUR BIRD ORNAMENT,2011-01-21,24.0
426,ASSORTED COLOUR BIRD ORNAMENT,2011-01-22,0.0
427,ASSORTED COLOUR BIRD ORNAMENT,2011-01-23,34.0
428,ASSORTED COLOUR BIRD ORNAMENT,2011-01-24,208.0
429,ASSORTED COLOUR BIRD ORNAMENT,2011-01-25,32.0
430,ASSORTED COLOUR BIRD ORNAMENT,2011-01-26,24.0
431,ASSORTED COLOUR BIRD ORNAMENT,2011-01-27,16.0
432,ASSORTED COLOUR BIRD ORNAMENT,2011-01-28,40.0
433,ASSORTED COLOUR BIRD ORNAMENT,2011-01-29,0.0
434,ASSORTED COLOUR BIRD ORNAMENT,2011-01-30,24.0
435,ASSORTED COLOUR BIRD ORNAMENT,2011-01-31,182.0
436,ASSORTED COLOUR BIRD ORNAMENT,2011-02-01,264.0
437,ASSORTED COLOUR BIRD ORNAMENT,2011-02-02,224.0
438,ASSORTED COLOUR BIRD ORNAMENT,2011-02-03,16.0
439,ASSORTED COLOUR BIRD ORNAMENT,2011-02-04,8.0
440,ASSORTED COLOUR BIRD ORNAMENT,2011-02-05,0.0
441,ASSORTED COLOUR BIRD ORNAMENT,2011-02-06,11.0
442,ASSORTED COLOUR BIRD ORNAMENT,2011-02-07,8.0
443,ASSORTED COLOUR BIRD ORNAMENT,2011-02-08,8.0
444,ASSORTED COLOUR BIRD ORNAMENT,2011-02-09,16.0
445,ASSORTED COLOUR BIRD ORNAMENT,2011-02-10,72.0
446,ASSORTED COLOUR BIRD ORNAMENT,2011-02-11,32.0
447,ASSORTED COLOUR BIRD ORNAMENT,2011-02-12,0.0
448,ASSORTED COLOUR BIRD ORNAMENT,2011-02-13,24.0
449,ASSORTED COLOUR BIRD ORNAMENT,2011-02-14,212.0
450,ASSORTED COLOUR BIRD ORNAMENT,2011-02-15,84.0
451,ASSORTED COLOUR BIRD ORNAMENT,2011-02-16,156.0
452,ASSORTED COLOUR BIRD ORNAMENT,2011-02-17,24.0
453,ASSORTED COLOUR BIRD ORNAMENT,2011-02-18,80.0
454,ASSORTED COLOUR BIRD ORNAMENT,2011-02-19,0.0
455,ASSORTED COLOUR BIRD ORNAMENT,2011-02-20,8.0
456,ASSORTED COLOUR BIRD ORNAMENT,2011-02-21,40.0
457,ASSORTED COLOUR BIRD ORNAMENT,2011-02-22,40.0
458,ASSORTED COLOUR BIRD ORNAMENT,2011-02-23,96.0
459,ASSORTED COLOUR BIRD ORNAMENT,2011-02-24,32.0
460,ASSORTED COLOUR BIRD ORNAMENT,2011-02-25,24.0
461,ASSORTED COLOUR BIRD ORNAMENT,2011-02-26,0.0
462,ASSORTED COLOUR BIRD ORNAMENT,2011-02-27,96.0
463,ASSORTED COLOUR BIRD ORNAMENT,2011-02-28,20.0
464,ASSORTED COLOUR BIRD ORNAMENT,2011-03-01,24.0
465,ASSORTED COLOUR BIRD ORNAMENT,2011-03-02,6.0
466,ASSORTED COLOUR BIRD ORNAMENT,2011-03-03,32.0
467,ASSORTED COLOUR BIRD ORNAMENT,2011-03-04,56.0
468,ASSORTED COLOUR BIRD ORNAMENT,2011-03-05,0.0
469,ASSORTED COLOUR BIRD ORNAMENT,2011-03-06,43.0
470,ASSORTED COLOUR BIRD ORNAMENT,2011-03-07,200.0
471,ASSORTED COLOUR BIRD ORNAMENT,2011-03-08,56.0
472,ASSORTED COLOUR BIRD ORNAMENT,2011-03-09,40.0
473,ASSORTED COLOUR BIRD ORNAMENT,2011-03-10,64.0
474,ASSORTED COLOUR BIRD ORNAMENT,2011-03-11,216.0
475,ASSORTED COLOUR BIRD ORNAMENT,2011-03-12,0.0
476,ASSORTED COLOUR BIRD ORNAMENT,2011-03-13,34.0
477,ASSORTED COLOUR BIRD ORNAMENT,2011-03-14,264.0
478,ASSORTED COLOUR BIRD ORNAMENT,2011-03-15,363.0
479,ASSORTED COLOUR BIRD ORNAMENT,2011-03-16,176.0
480,ASSORTED COLOUR BIRD ORNAMENT,2011-03-17,64.0
481,ASSORTED COLOUR BIRD ORNAMENT,2011-03-18,37.0
482,ASSORTED COLOUR BIRD ORNAMENT,2011-03-19,0.0
483,ASSORTED COLOUR BIRD ORNAMENT,2011-03-20,56.0
484,ASSORTED COLOUR BIRD ORNAMENT,2011-03-21,138.0
485,ASSORTED COLOUR BIRD ORNAMENT,2011-03-22,69.0
486,ASSORTED COLOUR BIRD ORNAMENT,2011-03-23,56.0
487,ASSORTED COLOUR BIRD ORNAMENT,2011-03-24,40.0
488,ASSORTED COLOUR BIRD ORNAMENT,2011-03-25,40.0
489,ASSORTED COLOUR BIRD ORNAMENT,2011-03-26,0.0
490,ASSORTED COLOUR BIRD ORNAMENT,2011-03-27,8.0
491,ASSORTED COLOUR BIRD ORNAMENT,2011-03-28,80.0
492,ASSORTED COLOUR BIRD ORNAMENT,2011-03-29,24.0
493,ASSORTED COLOUR BIRD ORNAMENT,2011-03-30,24.0
494,ASSORTED COLOUR BIRD ORNAMENT,2011-03-31,156.0
495,ASSORTED COLOUR BIRD ORNAMENT,2011-04-01,117.0
496,ASSORTED COLOUR BIRD ORNAMENT,2011-04-02,0.0
497,ASSORTED COLOUR BIRD ORNAMENT,2011-04-03,0.0
498,ASSORTED COLOUR BIRD ORNAMENT,2011-04-04,147.0
499,ASSORTED COLOUR BIRD ORNAMENT,2011-04-05,248.0
500,ASSORTED COLOUR BIRD ORNAMENT,2011-04-06,32.0
501,ASSORTED COLOUR BIRD ORNAMENT,2011-04-07,57.0
502,ASSORTED COLOUR BIRD ORNAMENT,2011-04-08,232.0
503,ASSORTED COLOUR BIRD ORNAMENT,2011-04-09,0.0
504,ASSORTED COLOUR BIRD ORNAMENT,2011-04-10,37.0
505,ASSORTED COLOUR BIRD ORNAMENT,2011-04-11,57.0
506,ASSORTED COLOUR BIRD ORNAMENT,2011-04-12,168.0
507,ASSORTED COLOUR BIRD ORNAMENT,2011-04-13,162.0
508,ASSORTED COLOUR BIRD ORNAMENT,2011-04-14,280.0
509,ASSORTED COLOUR BIRD ORNAMENT,2011-04-15,24.0
510,ASSORTED COLOUR BIRD ORNAMENT,2011-04-16,0.0
511,ASSORTED COLOUR BIRD ORNAMENT,2011-04-17,124.0
512,ASSORTED COLOUR BIRD ORNAMENT,2011-04-18,60.0
513,ASSORTED COLOUR BIRD ORNAMENT,2011-04-19,176.0
514,ASSORTED COLOUR BIRD ORNAMENT,2011-04-20,16.0
515,ASSORTED COLOUR BIRD ORNAMENT,2011-04-21,288.0
516,ASSORTED COLOUR BIRD ORNAMENT,2011-04-22,0.0
517,ASSORTED COLOUR BIRD ORNAMENT,2011-04-23,0.0
518,ASSORTED COLOUR BIRD ORNAMENT,2011-04-24,0.0
519,ASSORTED COLOUR BIRD ORNAMENT,2011-04-25,0.0
520,ASSORTED COLOUR BIRD ORNAMENT,2011-04-26,99.0
521,ASSORTED COLOUR BIRD ORNAMENT,2011-04-27,88.0
522,ASSORTED COLOUR BIRD ORNAMENT,2011-04-28,56.0
523,ASSORTED COLOUR BIRD ORNAMENT,2011-04-29,0.0
524,ASSORTED COLOUR BIRD ORNAMENT,2011-04-30,0.0
525,ASSORTED COLOUR BIRD ORNAMENT,2011-05-01,1.0
526,ASSORTED COLOUR BIRD ORNAMENT,2011-05-02,0.0
527,ASSORTED COLOUR BIRD ORNAMENT,2011-05-03,36.0
528,ASSORTED COLOUR BIRD ORNAMENT,2011-05-04,56.0
529,ASSORTED COLOUR BIRD ORNAMENT,2011-05-05,114.0
530,ASSORTED COLOUR BIRD ORNAMENT,2011-05-06,128.0
531,ASSORTED COLOUR BIRD ORNAMENT,2011-05-07,0.0
532,ASSORTED COLOUR BIRD ORNAMENT,2011-05-08,188.0
533,ASSORTED COLOUR BIRD ORNAMENT,2011-05-09,40.0
534,ASSORTED COLOUR BIRD ORNAMENT,2011-05-10,176.0
535,ASSORTED COLOUR BIRD ORNAMENT,2011-05-11,328.0
536,ASSORTED COLOUR BIRD ORNAMENT,2011-05-12,200.0
537,ASSORTED COLOUR BIRD ORNAMENT,2011-05-13,117.0
538,ASSORTED COLOUR BIRD ORNAMENT,2011-05-14,0.0
539,ASSORTED COLOUR BIRD ORNAMENT,2011-05-15,44.0
540,ASSORTED COLOUR BIRD ORNAMENT,2011-05-16,64.0
541,ASSORTED COLOUR BIRD ORNAMENT,2011-05-17,136.0
542,ASSORTED COLOUR BIRD ORNAMENT,2011-05-18,136.0
543,ASSORTED COLOUR BIRD ORNAMENT,2011-05-19,48.0
544,ASSORTED COLOUR BIRD ORNAMENT,2011-05-20,136.0
545,ASSORTED COLOUR BIRD ORNAMENT,2011-05-21,0.0
546,ASSORTED COLOUR BIRD ORNAMENT,2011-05-22,43.0
547,ASSORTED COLOUR BIRD ORNAMENT,2011-05-23,92.0
548,ASSORTED COLOUR BIRD ORNAMENT,2011-05-24,100.0
549,ASSORTED COLOUR BIRD ORNAMENT,2011-05-25,29.0
550,ASSORTED COLOUR BIRD ORNAMENT,2011-05-26,104.0
551,ASSORTED COLOUR BIRD ORNAMENT,2011-05-27,16.0
552,ASSORTED COLOUR BIRD ORNAMENT,2011-05-28,0.0
553,ASSORTED COLOUR BIRD ORNAMENT,2011-05-29,40.0
554,ASSORTED COLOUR BIRD ORNAMENT,2011-05-30,0.0
555,ASSORTED COLOUR BIRD ORNAMENT,2011-05-31,64.0
556,ASSORTED COLOUR BIRD ORNAMENT,2011-06-01,48.0
557,ASSORTED COLOUR BIRD ORNAMENT,2011-06-02,56.0
558,ASSORTED COLOUR BIRD ORNAMENT,2011-06-03,64.0
559,ASSORTED COLOUR BIRD ORNAMENT,2011-06-04,0.0
560,ASSORTED COLOUR BIRD ORNAMENT,2011-06-05,96.0
561,ASSORTED COLOUR BIRD ORNAMENT,2011-06-06,64.0
562,ASSORTED COLOUR BIRD ORNAMENT,2011-06-07,44.0
563,ASSORTED COLOUR BIRD ORNAMENT,2011-06-08,104.0
564,ASSORTED COLOUR BIRD ORNAMENT,2011-06-09,32.0
565,ASSORTED COLOUR BIRD ORNAMENT,2011-06-10,40.0
566,ASSORTED COLOUR BIRD ORNAMENT,2011-06-11,0.0
567,ASSORTED COLOUR BIRD ORNAMENT,2011-06-12,8.0
568,ASSORTED COLOUR BIRD ORNAMENT,2011-06-13,0.0
569,ASSORTED COLOUR BIRD ORNAMENT,2011-06-14,52.0
570,ASSORTED COLOUR BIRD ORNAMENT,2011-06-15,48.0
571,ASSORTED COLOUR BIRD ORNAMENT,2011-06-16,57.0
572,ASSORTED COLOUR BIRD ORNAMENT,2011-06-17,73.0
573,ASSORTED COLOUR BIRD ORNAMENT,2011-06-18,0.0
574,ASSORTED COLOUR BIRD ORNAMENT,2011-06-19,40.0
575,ASSORTED COLOUR BIRD ORNAMENT,2011-06-20,24.0
576,ASSORTED COLOUR BIRD ORNAMENT,2011-06-21,74.0
577,ASSORTED COLOUR BIRD ORNAMENT,2011-06-22,60.0
578,ASSORTED COLOUR BIRD ORNAMENT,2011-06-23,48.0
579,ASSORTED COLOUR BIRD ORNAMENT,2011-06-24,56.0
580,ASSORTED COLOUR BIRD ORNAMENT,2011-06-25,0.0
581,ASSORTED COLOUR BIRD ORNAMENT,2011-06-26,0.0
582,ASSORTED COLOUR BIRD ORNAMENT,2011-06-27,68.0
583,ASSORTED COLOUR BIRD ORNAMENT,2011-06-28,40.0
584,ASSORTED COLOUR BIRD ORNAMENT,2011-06-29,96.0
585,ASSORTED COLOUR BIRD ORNAMENT,2011-06-30,56.0
586,ASSORTED COLOUR BIRD ORNAMENT,2011-07-01,16.0
587,ASSORTED COLOUR BIRD ORNAMENT,2011-07-02,0.0
588,ASSORTED COLOUR BIRD ORNAMENT,2011-07-03,0.0
589,ASSORTED COLOUR BIRD ORNAMENT,2011-07-04,24.0
590,ASSORTED COLOUR BIRD ORNAMENT,2011-07-05,92.0
591,ASSORTED COLOUR BIRD ORNAMENT,2011-07-06,136.0
592,ASSORTED COLOUR BIRD ORNAMENT,2011-07-07,120.0
593,ASSORTED COLOUR BIRD ORNAMENT,2011-07-08,56.0
594,ASSORTED COLOUR BIRD ORNAMENT,2011-07-09,0.0
595,ASSORTED COLOUR BIRD ORNAMENT,2011-07-10,16.0
596,ASSORTED COLOUR BIRD ORNAMENT,2011-07-11,119.0
597,ASSORTED COLOUR BIRD ORNAMENT,2011-07-12,8.0
598,ASSORTED COLOUR BIRD ORNAMENT,2011-07-13,82.0
599,ASSORTED COLOUR BIRD ORNAMENT,2011-07-14,64.0
600,ASSORTED COLOUR BIRD ORNAMENT,2011-07-15,16.0
601,ASSORTED COLOUR BIRD ORNAMENT,2011-07-16,0.0
602,ASSORTED COLOUR BIRD ORNAMENT,2011-07-17,73.0
603,ASSORTED COLOUR BIRD ORNAMENT,2011-07-18,74.0
604,ASSORTED COLOUR BIRD ORNAMENT,2011-07-19,134.0
605,ASSORTED COLOUR BIRD ORNAMENT,2011-07-20,18.0
606,ASSORTED COLOUR BIRD ORNAMENT,2011-07-21,160.0
607,ASSORTED COLOUR BIRD ORNAMENT,2011-07-22,56.0
608,ASSORTED COLOUR BIRD ORNAMENT,2011-07-23,0.0
609,ASSORTED COLOUR BIRD ORNAMENT,2011-07-24,69.0
610,ASSORTED COLOUR BIRD ORNAMENT,2011-07-25,64.0
611,ASSORTED COLOUR BIRD ORNAMENT,2011-07-26,16.0
612,ASSORTED COLOUR BIRD ORNAMENT,2011-07-27,56.0
613,ASSORTED COLOUR BIRD ORNAMENT,2011-07-28,64.0
614,ASSORTED COLOUR BIRD ORNAMENT,2011-07-29,152.0
615,ASSORTED COLOUR BIRD ORNAMENT,2011-07-30,0.0
616,ASSORTED COLOUR BIRD ORNAMENT,2011-07-31,48.0
617,ASSORTED COLOUR BIRD ORNAMENT,2011-08-01,80.0
618,ASSORTED COLOUR BIRD ORNAMENT,2011-08-02,24.0
619,ASSORTED COLOUR BIRD ORNAMENT,2011-08-03,82.0
620,ASSORTED COLOUR BIRD ORNAMENT,2011-08-04,3359.0
621,ASSORTED COLOUR BIRD ORNAMENT,2011-08-05,86.0
622,ASSORTED COLOUR BIRD ORNAMENT,2011-08-06,0.0
623,ASSORTED COLOUR BIRD ORNAMENT,2011-08-07,161.0
624,ASSORTED COLOUR BIRD ORNAMENT,2011-08-08,128.0
625,ASSORTED COLOUR BIRD ORNAMENT,2011-08-09,48.0
626,ASSORTED COLOUR BIRD ORNAMENT,2011-08-10,88.0
627,ASSORTED COLOUR BIRD ORNAMENT,2011-08-11,1008.0
628,ASSORTED COLOUR BIRD ORNAMENT,2011-08-12,32.0
629,ASSORTED COLOUR BIRD ORNAMENT,2011-08-13,0.0
630,ASSORTED COLOUR BIRD ORNAMENT,2011-08-14,11.0
631,ASSORTED COLOUR BIRD ORNAMENT,2011-08-15,64.0
632,ASSORTED COLOUR BIRD ORNAMENT,2011-08-16,60.0
633,ASSORTED COLOUR BIRD ORNAMENT,2011-08-17,32.0
634,ASSORTED COLOUR BIRD ORNAMENT,2011-08-18,95.0
635,ASSORTED COLOUR BIRD ORNAMENT,2011-08-19,224.0
636,ASSORTED COLOUR BIRD ORNAMENT,2011-08-20,0.0
637,ASSORTED COLOUR BIRD ORNAMENT,2011-08-21,81.0
638,ASSORTED COLOUR BIRD ORNAMENT,2011-08-22,206.0
639,ASSORTED COLOUR BIRD ORNAMENT,2011-08-23,48.0
640,ASSORTED COLOUR BIRD ORNAMENT,2011-08-24,56.0
641,ASSORTED COLOUR BIRD ORNAMENT,2011-08-25,400.0
642,ASSORTED COLOUR BIRD ORNAMENT,2011-08-26,40.0
643,ASSORTED COLOUR BIRD ORNAMENT,2011-08-27,0.0
644,ASSORTED COLOUR BIRD ORNAMENT,2011-08-28,60.0
645,ASSORTED COLOUR BIRD ORNAMENT,2011-08-29,0.0
646,ASSORTED COLOUR BIRD ORNAMENT,2011-08-30,8.0
647,ASSORTED COLOUR BIRD ORNAMENT,2011-08-31,16.0
648,ASSORTED COLOUR BIRD ORNAMENT,2011-09-01,96.0
649,ASSORTED COLOUR BIRD ORNAMENT,2011-09-02,16.0
650,ASSORTED COLOUR BIRD ORNAMENT,2011-09-03,0.0
651,ASSORTED COLOUR BIRD ORNAMENT,2011-09-04,64.0
652,ASSORTED COLOUR BIRD ORNAMENT,2011-09-05,48.0
653,ASSORTED COLOUR BIRD ORNAMENT,2011-09-06,40.0
654,ASSORTED COLOUR BIRD ORNAMENT,2011-09-07,24.0
655,ASSORTED COLOUR BIRD ORNAMENT,2011-09-08,128.0
656,ASSORTED COLOUR BIRD ORNAMENT,2011-09-09,40.0
657,ASSORTED COLOUR BIRD ORNAMENT,2011-09-10,0.0
658,ASSORTED COLOUR BIRD ORNAMENT,2011-09-11,104.0
659,ASSORTED COLOUR BIRD ORNAMENT,2011-09-12,48.0
660,ASSORTED COLOUR BIRD ORNAMENT,2011-09-13,296.0
661,ASSORTED COLOUR BIRD ORNAMENT,2011-09-14,40.0
662,ASSORTED COLOUR BIRD ORNAMENT,2011-09-15,240.0
663,ASSORTED COLOUR BIRD ORNAMENT,2011-09-16,68.0
664,ASSORTED COLOUR BIRD ORNAMENT,2011-09-17,0.0
665,ASSORTED COLOUR BIRD ORNAMENT,2011-09-18,48.0
666,ASSORTED COLOUR BIRD ORNAMENT,2011-09-19,56.0
667,ASSORTED COLOUR BIRD ORNAMENT,2011-09-20,64.0
668,ASSORTED COLOUR BIRD ORNAMENT,2011-09-21,56.0
669,ASSORTED COLOUR BIRD ORNAMENT,2011-09-22,340.0
670,ASSORTED COLOUR BIRD ORNAMENT,2011-09-23,32.0
671,ASSORTED COLOUR BIRD ORNAMENT,2011-09-24,0.0
672,ASSORTED COLOUR BIRD ORNAMENT,2011-09-25,89.0
673,ASSORTED COLOUR BIRD ORNAMENT,2011-09-26,245.0
674,ASSORTED COLOUR BIRD ORNAMENT,2011-09-27,74.0
675,ASSORTED COLOUR BIRD ORNAMENT,2011-09-28,224.0
676,ASSORTED COLOUR BIRD ORNAMENT,2011-09-29,184.0
677,ASSORTED COLOUR BIRD ORNAMENT,2011-09-30,48.0
678,ASSORTED COLOUR BIRD ORNAMENT,2011-10-01,0.0
679,ASSORTED COLOUR BIRD ORNAMENT,2011-10-02,24.0
680,ASSORTED COLOUR BIRD ORNAMENT,2011-10-03,72.0
681,ASSORTED COLOUR BIRD ORNAMENT,2011-10-04,84.0
682,ASSORTED COLOUR BIRD ORNAMENT,2011-10-05,83.0
683,ASSORTED COLOUR BIRD ORNAMENT,2011-10-06,285.0
684,ASSORTED COLOUR BIRD ORNAMENT,2011-10-07,40.0
685,ASSORTED COLOUR BIRD ORNAMENT,2011-10-08,0.0
686,ASSORTED COLOUR BIRD ORNAMENT,2011-10-09,9.0
687,ASSORTED COLOUR BIRD ORNAMENT,2011-10-10,40.0
688,ASSORTED COLOUR BIRD ORNAMENT,2011-10-11,68.0
689,ASSORTED COLOUR BIRD ORNAMENT,2011-10-12,56.0
690,ASSORTED COLOUR BIRD ORNAMENT,2011-10-13,116.0
691,ASSORTED COLOUR BIRD ORNAMENT,2011-10-14,72.0
692,ASSORTED COLOUR BIRD ORNAMENT,2011-10-15,0.0
693,ASSORTED COLOUR BIRD ORNAMENT,2011-10-16,60.0
694,ASSORTED COLOUR BIRD ORNAMENT,2011-10-17,360.0
695,ASSORTED COLOUR BIRD ORNAMENT,2011-10-18,16.0
696,ASSORTED COLOUR BIRD ORNAMENT,2011-10-19,134.0
697,ASSORTED COLOUR BIRD ORNAMENT,2011-10-20,155.0
698,ASSORTED COLOUR BIRD ORNAMENT,2011-10-21,16.0
699,ASSORTED COLOUR BIRD ORNAMENT,2011-10-22,0.0
700,ASSORTED COLOUR BIRD ORNAMENT,2011-10-23,59.0
701,ASSORTED COLOUR BIRD ORNAMENT,2011-10-24,128.0
702,ASSORTED COLOUR BIRD ORNAMENT,2011-10-25,80.0
703,ASSORTED COLOUR BIRD ORNAMENT,2011-10-26,185.0
704,ASSORTED COLOUR BIRD ORNAMENT,2011-10-27,40.0
705,ASSORTED COLOUR BIRD ORNAMENT,2011-10-28,48.0
706,ASSORTED COLOUR BIRD ORNAMENT,2011-10-29,0.0
707,ASSORTED COLOUR BIRD ORNAMENT,2011-10-30,264.0
708,ASSORTED COLOUR BIRD ORNAMENT,2011-10-31,112.0
709,ASSORTED COLOUR BIRD ORNAMENT,2011-11-01,270.0
710,ASSORTED COLOUR BIRD ORNAMENT,2011-11-02,128.0
711,ASSORTED COLOUR BIRD ORNAMENT,2011-11-03,186.0
712,ASSORTED COLOUR BIRD ORNAMENT,2011-11-04,80.0
713,ASSORTED COLOUR BIRD ORNAMENT,2011-11-05,0.0
714,ASSORTED COLOUR BIRD ORNAMENT,2011-11-06,136.0
715,ASSORTED COLOUR BIRD ORNAMENT,2011-11-07,24.0
716,ASSORTED COLOUR BIRD ORNAMENT,2011-11-08,56.0
717,ASSORTED COLOUR BIRD ORNAMENT,2011-11-09,1312.0
718,ASSORTED COLOUR BIRD ORNAMENT,2011-11-10,200.0
719,ASSORTED COLOUR BIRD ORNAMENT,2011-11-11,100.0
720,ASSORTED COLOUR BIRD ORNAMENT,2011-11-12,0.0
721,ASSORTED COLOUR BIRD ORNAMENT,2011-11-13,48.0
722,ASSORTED COLOUR BIRD ORNAMENT,2011-11-14,303.0
723,ASSORTED COLOUR BIRD ORNAMENT,2011-11-15,107.0
724,ASSORTED COLOUR BIRD ORNAMENT,2011-11-16,137.0
725,ASSORTED COLOUR BIRD ORNAMENT,2011-11-17,78.0
726,ASSORTED COLOUR BIRD ORNAMENT,2011-11-18,368.0
727,ASSORTED COLOUR BIRD ORNAMENT,2011-11-19,0.0
728,ASSORTED COLOUR BIRD ORNAMENT,2011-11-20,109.0
729,ASSORTED COLOUR BIRD ORNAMENT,2011-11-21,190.0
730,ASSORTED COLOUR BIRD ORNAMENT,2011-11-22,132.0
731,ASSORTED COLOUR BIRD ORNAMENT,2011-11-23,80.0
732,ASSORTED COLOUR BIRD ORNAMENT,2011-11-24,275.0
733,ASSORTED COLOUR BIRD ORNAMENT,2011-11-25,272.0
734,ASSORTED COLOUR BIRD ORNAMENT,2011-11-26,0.0
735,ASSORTED COLOUR BIRD ORNAMENT,2011-11-27,8.0
736,ASSORTED COLOUR BIRD ORNAMENT,2011-11-28,56.0
737,ASSORTED COLOUR BIRD ORNAMENT,2011-11-29,127.0
738,ASSORTED COLOUR BIRD ORNAMENT,2011-11-30,112.0
739,ASSORTED COLOUR BIRD ORNAMENT,2011-12-01,88.0
740,ASSORTED COLOUR BIRD ORNAMENT,2011-12-02,504.0
741,ASSORTED COLOUR BIRD ORNAMENT,2011-12-03,0.0
742,ASSORTED COLOUR BIRD ORNAMENT,2011-12-04,66.0
743,ASSORTED COLOUR BIRD ORNAMENT,2011-12-05,133.0
744,ASSORTED COLOUR BIRD ORNAMENT,2011-12-06,240.0
745,ASSORTED COLOUR BIRD ORNAMENT,2011-12-07,256.0
746,ASSORTED COLOUR BIRD ORNAMENT,2011-12-08,11.0
747,ASSORTED COLOUR BIRD ORNAMENT,2011-12-09,32.0
748,JAM MAKING SET WITH JARS,2010-12-01,65.0
749,JAM MAKING SET WITH JARS,2010-12-02,38.0
750,JAM MAKING SET WITH JARS,2010-12-03,13.0
751,JAM MAKING SET WITH JARS,2010-12-04,0.0
752,JAM MAKING SET WITH JARS,2010-12-05,5.0
753,JAM MAKING SET WITH JARS,2010-12-06,36.0
754,JAM MAKING SET WITH JARS,2010-12-07,22.0
755,JAM MAKING SET WITH JARS,2010-12-08,42.0
756,JAM MAKING SET WITH JARS,2010-12-09,26.0
757,JAM MAKING SET WITH JARS,2010-12-10,34.0
758,JAM MAKING SET WITH JARS,2010-12-11,0.0
759,JAM MAKING SET WITH JARS,2010-12-12,6.0
760,JAM MAKING SET WITH JARS,2010-12-13,31.0
761,JAM MAKING SET WITH JARS,2010-12-14,70.0
762,JAM MAKING SET WITH JARS,2010-12-15,9.0
763,JAM MAKING SET WITH JARS,2010-12-16,86.0
764,JAM MAKING SET WITH JARS,2010-12-17,17.0
765,JAM MAKING SET WITH JARS,2010-12-18,0.0
766,JAM MAKING SET WITH JARS,2010-12-19,0.0
767,JAM MAKING SET WITH JARS,2010-12-20,7.0
768,JAM MAKING SET WITH JARS,2010-12-21,6.0
769,JAM MAKING SET WITH JARS,2010-12-22,6.0
770,JAM MAKING SET WITH JARS,2010-12-23,8.0
771,JAM MAKING SET WITH JARS,2010-12-24,0.0
772,JAM MAKING SET WITH JARS,2010-12-25,0.0
773,JAM MAKING SET WITH JARS,2010-12-26,0.0
774,JAM MAKING SET WITH JARS,2010-12-27,0.0
775,JAM MAKING SET WITH JARS,2010-12-28,0.0
776,JAM MAKING SET WITH JARS,2010-12-29,0.0
777,JAM MAKING SET WITH JARS,2010-12-30,0.0
778,JAM MAKING SET WITH JARS,2010-12-31,0.0
779,JAM MAKING SET WITH JARS,2011-01-01,0.0
780,JAM MAKING SET WITH JARS,2011-01-02,0.0
781,JAM MAKING SET WITH JARS,2011-01-03,0.0
782,JAM MAKING SET WITH JARS,2011-01-04,8.0
783,JAM MAKING SET WITH JARS,2011-01-05,3.0
784,JAM MAKING SET WITH JARS,2011-01-06,23.0
785,JAM MAKING SET WITH JARS,2011-01-07,24.0
786,JAM MAKING SET WITH JARS,2011-01-08,0.0
787,JAM MAKING SET WITH JARS,2011-01-09,10.0
788,JAM MAKING SET WITH JARS,2011-01-10,9.0
789,JAM MAKING SET WITH JARS,2011-01-11,24.0
790,JAM MAKING SET WITH JARS,2011-01-12,18.0
791,JAM MAKING SET WITH JARS,2011-01-13,13.0
792,JAM MAKING SET WITH JARS,2011-01-14,1.0
793,JAM MAKING SET WITH JARS,2011-01-15,0.0
794,JAM MAKING SET WITH JARS,2011-01-16,13.0
795,JAM MAKING SET WITH JARS,2011-01-17,17.0
796,JAM MAKING SET WITH JARS,2011-01-18,7.0
797,JAM MAKING SET WITH JARS,2011-01-19,7.0
798,JAM MAKING SET WITH JARS,2011-01-20,18.0
799,JAM MAKING SET WITH JARS,2011-01-21,18.0
800,JAM MAKING SET WITH JARS,2011-01-22,0.0
801,JAM MAKING SET WITH JARS,2011-01-23,14.0
802,JAM MAKING SET WITH JARS,2011-01-24,20.0
803,JAM MAKING SET WITH JARS,2011-01-25,8.0
804,JAM MAKING SET WITH JARS,2011-01-26,17.0
805,JAM MAKING SET WITH JARS,2011-01-27,45.0
806,JAM MAKING SET WITH JARS,2011-01-28,44.0
807,JAM MAKING SET WITH JARS,2011-01-29,0.0
808,JAM MAKING SET WITH JARS,2011-01-30,19.0
809,JAM MAKING SET WITH JARS,2011-01-31,18.0
810,JAM MAKING SET WITH JARS,2011-02-01,22.0
811,JAM MAKING SET WITH JARS,2011-02-02,19.0
812,JAM MAKING SET WITH JARS,2011-02-03,19.0
813,JAM MAKING SET WITH JARS,2011-02-04,24.0
814,JAM MAKING SET WITH JARS,2011-02-05,0.0
815,JAM MAKING SET WITH JARS,2011-02-06,4.0
816,JAM MAKING SET WITH JARS,2011-02-07,25.0
817,JAM MAKING SET WITH JARS,2011-02-08,7.0
818,JAM MAKING SET WITH JARS,2011-02-09,20.0
819,JAM MAKING SET WITH JARS,2011-02-10,24.0
820,JAM MAKING SET WITH JARS,2011-02-11,1.0
